Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Level
GCA_964088025.1	INEI113886	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102495.1	INEI112391	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964104755.1	INEI112952	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964107785.1	INEI113819	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964110125.1	INEI113844	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964110395.1	INEI113848	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964119955.1	INEI115447	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964079255.1	INEI108697	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964066685.1	INEI105177	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964181815.1	INEI125127	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964060995.1	INEI102929	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964145365.1	INEI119635	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964142015.1	INEI119184	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964111365.1	INEI114398	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964143735.1	INEI119721	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964181145.1	INEI125344	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092545.1	INEI111021	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964077835.1	INEI107649	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964071175.1	INEI106341	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964060945.1	INEI104098	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964105365.1	INEI113150	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964116485.1	INEI114503	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964178075.1	INEI124628	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964177825.1	INEI124665	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964082235.1	INEI109189	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086035.1	INEI109442	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964114125.1	INEI114631	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086435.1	INEI113379	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964069315.1	INEI105766	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964069795.1	INEI106102	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964074515.1	INEI107155	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964076345.1	INEI107565	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088915.1	INEI110233	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964089065.1	INEI110216	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964143785.1	INEI119658	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964143835.1	INEI119771	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964145455.1	INEI119588	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964145545.1	INEI119664	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964177805.1	INEI124670	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964177995.1	INEI124669	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964161835.1	INEI122281	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092915.1	INEI111221	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964111405.1	INEI114403	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964110605.1	INEI113847	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964129195.1	INEI116627	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964105545.1	INEI113304	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964073005.1	INEI106652	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964178125.1	INEI124662	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964179065.1	INEI124576	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964105915.1	INEI113143	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964183245.1	INEI125123	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964159175.1	INEI121765	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964068925.1	INEI105719	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964178175.1	INEI124595	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964106305.1	INEI112752	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964178645.1	INEI124661	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964179165.1	INEI124869	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964069905.1	INEI106552	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092525.1	INEI111032	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964095725.1	INEI111775	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171975.1	INEI123888	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964064895.1	INEI105307	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964060225.1	INEI103442	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964060365.1	INEI103440	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964061735.1	INEI102918	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118945.1	INEI115159	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964063655.1	INEI104652	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964095605.1	INEI111773	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964062765.1	INEI101704	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964087825.1	INEI113864	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102735.1	INEI112416	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102985.1	INEI112765	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964104735.1	INEI112930	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964109575.1	INEI113614	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964109715.1	INEI113694	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964111215.1	INEI114349	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964113975.1	INEI114864	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964114085.1	INEI114829	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964114245.1	INEI114825	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964114305.1	INEI114795	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964114575.1	INEI114810	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964114875.1	INEI114803	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964115195.1	INEI114862	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964115945.1	INEI114851	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964115985.1	INEI114873	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964117025.1	INEI114796	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964117435.1	INEI115113	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964117515.1	INEI114890	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118045.1	INEI115130	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118215.1	INEI114885	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118515.1	INEI114984	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118635.1	INEI114980	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118805.1	INEI115127	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118865.1	INEI115158	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118995.1	INEI114991	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964119605.1	INEI115181	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964119655.1	INEI115178	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964120105.1	INEI115145	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964120155.1	INEI115141	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964120255.1	INEI114901	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964123715.1	INEI115927	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964115115.1	INEI114814	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964114655.1	INEI114857	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964179885.1	INEI124907	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118455.1	INEI114997	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118555.1	INEI115114	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964170735.1	INEI123937	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964117955.1	INEI114914	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964108115.1	INEI113657	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964117935.1	INEI114898	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118265.1	INEI114886	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964121775.1	INEI115863	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118445.1	INEI115153	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964073845.1	INEI106227	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_965195005.1	analysis_VduGeq_20250303150425905074	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964116315.1	INEI114763	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964076155.1	INEI107545	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964178195.1	INEI124617	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102455.1	INEI112664	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964178245.1	INEI124520	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964174355.1	INEI124014	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964174695.1	INEI124485	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964178455.1	INEI124547	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964175055.1	INEI124477	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091015.1	INEI110913	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964175405.1	INEI124505	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964175685.1	INEI124508	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964178185.1	INEI124600	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964178395.1	INEI124562	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964178865.1	INEI124519	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964180765.1	INEI124574	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964179685.1	INEI124798	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964064785.1	INEI105304	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964177745.1	INEI124695	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964117865.1	INEI114977	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118105.1	INEI115137	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118745.1	INEI114964	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118835.1	INEI114927	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118855.1	INEI114985	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964177555.1	INEI124242	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118135.1	INEI114919	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964184375.1	INEI125333	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964062425.1	INEI102890	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964067065.1	INEI105495	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964140085.1	INEI118451	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964065495.1	INEI104820	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964070125.1	INEI106519	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964080435.1	INEI108271	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092315.1	INEI110945	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092605.1	INEI110992	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092875.1	INEI111237	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964093245.1	INEI111346	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964094015.1	INEI111137	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964097285.1	INEI111431	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964116255.1	INEI114766	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964117685.1	INEI115241	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964127915.1	INEI116528	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964128145.1	INEI116851	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964181105.1	INEI124787	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964153135.1	INEI121067	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964162235.1	INEI122207	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964080495.1	INEI108373	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964115075.1	INEI114835	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964066645.1	INEI105334	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964183125.1	INEI125167	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964067725.1	INEI104426	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964087965.1	INEI113878	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964104605.1	INEI112862	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158505.1	INEI121699	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964062505.1	INEI100962	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964104325.1	INEI113046	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964181885.1	INEI125187	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964182945.1	INEI125158	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964180395.1	INEI124912	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964181415.1	INEI125516	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964184515.1	INEI125264	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964061775.1	INEI102921	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102695.1	INEI112731	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964081895.1	INEI108214	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964151645.1	INEI121015	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964148145.1	INEI120629	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964071145.1	INEI106350	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
